"COD_VAR";"LIB_VAR";"COD_MOD";"LIB_MOD"
"GEO";"Géographie";"37228";"Saint-Nicolas-de-Bourgueil"
"GEO";"Géographie";"40188";"Momuy"
"GEO";"Géographie";"33531";"Tizac-de-Curton"
"GEO";"Géographie";"32352";"Rozès"
"GEO";"Géographie";"35223";"Plélan-le-Grand"
"GEO";"Géographie";"39072";"Bracon"
"GEO";"Géographie";"37229";"Saint-Nicolas-des-Motets"
"GEO";"Géographie";"33532";"Tizac-de-Lapouyade"
"GEO";"Géographie";"32353";"Sabaillan"
"GEO";"Géographie";"35224";"Plerguer"
"GEO";"Géographie";"39073";"Brainans"
"GEO";"Géographie";"37230";"Saint-Ouen-les-Vignes"
"GEO";"Géographie";"33533";"Toulenne"
"GEO";"Géographie";"32354";"Sabazan"
"GEO";"Géographie";"35225";"Plesder"
"GEO";"Géographie";"39074";"Brans"
"GEO";"Géographie";"37231";"Saint-Paterne-Racan"
"GEO";"Géographie";"33534";"Le Tourne"
"GEO";"Géographie";"32355";"Sadeillan"
"GEO";"Géographie";"35226";"Pleugueneuc"
"GEO";"Géographie";"39076";"La Bretenière"
"GEO";"Géographie";"37233";"Saint-Pierre-des-Corps"
"GEO";"Géographie";"33535";"Tresses"
"GEO";"Géographie";"32356";"Saint-André"
"GEO";"Géographie";"39077";"Bretenières"
"GEO";"Géographie";"35227";"Pleumeleuc"
"GEO";"Géographie";"37234";"Saint-Quentin-sur-Indrois"
"GEO";"Géographie";"33536";"Le Tuzan"
"GEO";"Géographie";"32358";"Saint-Antoine"
"GEO";"Géographie";"39078";"Brevans"
"GEO";"Géographie";"35228";"Pleurtuit"
"GEO";"Géographie";"37236";"Saint-Règle"
"GEO";"Géographie";"33537";"Uzeste"
"GEO";"Géographie";"32359";"Saint-Antonin"
"GEO";"Géographie";"39079";"Briod"
"GEO";"Géographie";"37237";"Saint-Roch"
"GEO";"Géographie";"33380";"Val-de-Livenne"
"GEO";"Géographie";"35229";"Pocé-les-Bois"
"GEO";"Géographie";"32360";"Saint-Arailles"
"GEO";"Géographie";"39080";"Broissia"
"GEO";"Géographie";"37238";"Saint-Senoch"
"GEO";"Géographie";"35230";"Poilley"
"GEO";"Géographie";"33018";"Val de Virvée"
"GEO";"Géographie";"32361";"Saint-Arroman"
"GEO";"Géographie";"39081";"Buvilly"
"GEO";"Géographie";"37212";"Sainte-Catherine-de-Fierbois"
"GEO";"Géographie";"35231";"Poligné"
"GEO";"Géographie";"33538";"Valeyrac"
"GEO";"Géographie";"32362";"Saint-Aunix-Lengros"
"GEO";"Géographie";"39083";"Censeau"
"GEO";"Géographie";"37226";"Sainte-Maure-de-Touraine"
"GEO";"Géographie";"33539";"Vayres"
"GEO";"Géographie";"35363";"Pont-Péan"
"GEO";"Géographie";"32364";"Saint-Avit-Frandat"
"GEO";"Géographie";"39084";"Cernans"
"GEO";"Géographie";"37240";"Saunay"
"GEO";"Géographie";"33540";"Vendays-Montalivet"
"GEO";"Géographie";"35191";"Les Portes du Coglais"
"GEO";"Géographie";"32365";"Saint-Blancard"
"GEO";"Géographie";"39085";"Cerniébaud"
"GEO";"Géographie";"37241";"Savigné-sur-Lathan"
"GEO";"Géographie";"33541";"Vensac"
"GEO";"Géographie";"35232";"Princé"
"GEO";"Géographie";"32366";"Saint-Brès"
"GEO";"Géographie";"39086";"Cernon"
"GEO";"Géographie";"37242";"Savigny-en-Véron"
"GEO";"Géographie";"33542";"Vérac"
"GEO";"Géographie";"32467";"Saint-Caprais"
"GEO";"Géographie";"35233";"Québriac"
"GEO";"Géographie";"39088";"Cesancey"
"GEO";"Géographie";"37243";"Savonnières"
"GEO";"Géographie";"33543";"Verdelais"
"GEO";"Géographie";"32367";"Saint-Christaud"
"GEO";"Géographie";"35234";"Quédillac"
"GEO";"Géographie";"39021";"La Chailleuse"
"GEO";"Géographie";"37244";"Sazilly"
"GEO";"Géographie";"33544";"Le Verdon-sur-Mer"
"GEO";"Géographie";"32370";"Saint-Clar"
"GEO";"Géographie";"35235";"Rannée"
"GEO";"Géographie";"39090";"Chaînée-des-Coupis"
"GEO";"Géographie";"37245";"Semblançay"
"GEO";"Géographie";"33545";"Vertheuil"
"GEO";"Géographie";"32371";"Saint-Créac"
"GEO";"Géographie";"35236";"Redon"
"GEO";"Géographie";"39091";"Les Chalesmes"
"GEO";"Géographie";"33546";"Vignonet"
"GEO";"Géographie";"37246";"Sennevières"
"GEO";"Géographie";"32372";"Saint-Cricq"
"GEO";"Géographie";"35237";"Renac"
"GEO";"Géographie";"39092";"Chambéria"
"GEO";"Géographie";"33547";"Villandraut"
"GEO";"Géographie";"37247";"Sepmes"
"GEO";"Géographie";"32374";"Saint-Élix-d'Astarac"
"GEO";"Géographie";"35238";"Rennes"
"GEO";"Géographie";"39093";"Chamblay"
"GEO";"Géographie";"33548";"Villegouge"
"GEO";"Géographie";"32375";"Saint-Élix-Theux"
"GEO";"Géographie";"37248";"Seuilly"
"GEO";"Géographie";"35239";"Retiers"
"GEO";"Géographie";"39094";"Chamole"
"GEO";"Géographie";"33550";"Villenave-d'Ornon"
"GEO";"Géographie";"32377";"Saint-Georges"
"GEO";"Géographie";"37249";"Sonzay"
"GEO";"Géographie";"39095";"Champagne-sur-Loue"
"GEO";"Géographie";"35240";"Le Rheu"
"GEO";"Géographie";"33549";"Villenave-de-Rions"
"GEO";"Géographie";"32378";"Saint-Germé"
"GEO";"Géographie";"37250";"Sorigny"
"GEO";"Géographie";"39096";"Champagney"
"GEO";"Géographie";"35241";"La Richardais"
"GEO";"Géographie";"33551";"Villeneuve"
"GEO";"Géographie";"37251";"Souvigné"
"GEO";"Géographie";"39097";"Champagnole"
"GEO";"Géographie";"35242";"Rimou"
"GEO";"Géographie";"33552";"Virelade"
"GEO";"Géographie";"37252";"Souvigny-de-Touraine"
"GEO";"Géographie";"39099";"Champdivers"
"GEO";"Géographie";"35282";"Rives-du-Couesnon"
"GEO";"Géographie";"33553";"Virsac"
"GEO";"Géographie";"37253";"Sublaines"
"GEO";"Géographie";"39100";"Champrougier"
"GEO";"Géographie";"35243";"Romagné"
"GEO";"Géographie";"33554";"Yvrac"
"GEO";"Géographie";"39101";"Champvans"
"GEO";"Géographie";"37254";"Tauxigny-Saint-Bauld"
"GEO";"Géographie";"35244";"Romazy"
"GEO";"Géographie";"34001";"Abeilhan"
"GEO";"Géographie";"39102";"Chancia"
"GEO";"Géographie";"37255";"Tavant"
"GEO";"Géographie";"35245";"Romillé"
"GEO";"Géographie";"34002";"Adissan"
"GEO";"Géographie";"39103";"La Chapelle-sur-Furieuse"
"GEO";"Géographie";"37256";"Theneuil"
"GEO";"Géographie";"35246";"Roz-Landrieux"
"GEO";"Géographie";"34003";"Agde"
"GEO";"Géographie";"39104";"Chapelle-Voland"
"GEO";"Géographie";"37257";"Thilouze"
"GEO";"Géographie";"35247";"Roz-sur-Couesnon"
"GEO";"Géographie";"34004";"Agel"
"GEO";"Géographie";"39105";"Chapois"
"GEO";"Géographie";"37258";"Thizay"
"GEO";"Géographie";"34005";"Agonès"
"GEO";"Géographie";"35248";"Sains"
"GEO";"Géographie";"39106";"Charchilla"
"GEO";"Géographie";"37260";"La Tour-Saint-Gelin"
"GEO";"Géographie";"35250";"Saint-Armel"
"GEO";"Géographie";"34006";"Aigne"
"GEO";"Géographie";"39107";"Charcier"
"GEO";"Géographie";"37259";"Tournon-Saint-Pierre"
"GEO";"Géographie";"34007";"Aigues-Vives"
"GEO";"Géographie";"35251";"Saint-Aubin-d'Aubigné"
"GEO";"Géographie";"39108";"Charency"
"GEO";"Géographie";"37261";"Tours"
"GEO";"Géographie";"34008";"Les Aires"
"GEO";"Géographie";"35252";"Saint-Aubin-des-Landes"
"GEO";"Géographie";"39109";"Charézier"
"GEO";"Géographie";"37262";"Trogues"
"GEO";"Géographie";"34009";"Alignan-du-Vent"
"GEO";"Géographie";"35253";"Saint-Aubin-du-Cormier"
"GEO";"Géographie";"39110";"La Charme"
"GEO";"Géographie";"37263";"Truyes"
"GEO";"Géographie";"34010";"Aniane"
"GEO";"Géographie";"35255";"Saint-Benoît-des-Ondes"
"GEO";"Géographie";"39111";"Charnod"
"GEO";"Géographie";"37264";"Vallères"
"GEO";"Géographie";"34011";"Arboras"
"GEO";"Géographie";"35256";"Saint-Briac-sur-Mer"
"GEO";"Géographie";"39112";"La Chassagne"
"GEO";"Géographie";"34012";"Argelliers"
"GEO";"Géographie";"37265";"Varennes"
"GEO";"Géographie";"35258";"Saint-Brieuc-des-Iffs"
"GEO";"Géographie";"39339";"Chassal-Molinges"
"GEO";"Géographie";"37266";"Veigné"
"GEO";"Géographie";"34013";"Aspiran"
"GEO";"Géographie";"35259";"Saint-Broladre"
"GEO";"Géographie";"39114";"Château-Chalon"
"GEO";"Géographie";"34014";"Assas"
"GEO";"Géographie";"37267";"Véretz"
"GEO";"Géographie";"35261";"Saint-Christophe-de-Valains"
"GEO";"Géographie";"39118";"Châtel-de-Joux"
"GEO";"Géographie";"34015";"Assignan"
"GEO";"Géographie";"37268";"Verneuil-le-Château"
"GEO";"Géographie";"35260";"Saint-Christophe-des-Bois"
"GEO";"Géographie";"39116";"La Châtelaine"
"GEO";"Géographie";"34016";"Aumelas"
"GEO";"Géographie";"37269";"Verneuil-sur-Indre"
"GEO";"Géographie";"35263";"Saint-Coulomb"
"GEO";"Géographie";"39117";"Chatelay"
"GEO";"Géographie";"34017";"Aumes"
"GEO";"Géographie";"37270";"Vernou-sur-Brenne"
"GEO";"Géographie";"35264";"Saint-Didier"
"GEO";"Géographie";"39119";"Le Chateley"
"GEO";"Géographie";"34018";"Autignac"
"GEO";"Géographie";"37271";"Villaines-les-Rochers"
"GEO";"Géographie";"35265";"Saint-Domineuc"
"GEO";"Géographie";"39120";"Châtelneuf"
"GEO";"Géographie";"34019";"Avène"
"GEO";"Géographie";"37272";"Villandry"
"GEO";"Géographie";"35266";"Saint-Erblon"
"GEO";"Géographie";"39121";"Châtenois"
"GEO";"Géographie";"34020";"Azillanet"
"GEO";"Géographie";"37273";"La Ville-aux-Dames"
"GEO";"Géographie";"35268";"Saint-Ganton"
"GEO";"Géographie";"39122";"Châtillon"
"GEO";"Géographie";"34021";"Babeau-Bouldoux"
"GEO";"Géographie";"37274";"Villebourg"
"GEO";"Géographie";"35270";"Saint-Georges-de-Gréhaigne"
"GEO";"Géographie";"39124";"Chaumergy"
"GEO";"Géographie";"34022";"Baillargues"
"GEO";"Géographie";"37275";"Villedômain"
"GEO";"Géographie";"35271";"Saint-Georges-de-Reintembault"
"GEO";"Géographie";"39126";"La Chaumusse"
"GEO";"Géographie";"34024";"Balaruc-le-Vieux"
"GEO";"Géographie";"37276";"Villedômer"
"GEO";"Géographie";"39127";"Chaussenans"
"GEO";"Géographie";"35272";"Saint-Germain-du-Pinel"
"GEO";"Géographie";"34023";"Balaruc-les-Bains"
"GEO";"Géographie";"37277";"Villeloin-Coulangé"
"GEO";"Géographie";"39128";"Chaussin"
"GEO";"Géographie";"35273";"Saint-Germain-en-Coglès"
"GEO";"Géographie";"34025";"Bassan"
"GEO";"Géographie";"37278";"Villeperdue"
"GEO";"Géographie";"39133";"Chaux-Champagny"
"GEO";"Géographie";"35274";"Saint-Germain-sur-Ille"
"GEO";"Géographie";"34026";"Beaufort"
"GEO";"Géographie";"37279";"Villiers-au-Bouin"
"GEO";"Géographie";"39129";"Chaux-des-Crotenay"
"GEO";"Géographie";"35275";"Saint-Gilles"
"GEO";"Géographie";"34027";"Beaulieu"
"GEO";"Géographie";"37280";"Vou"
"GEO";"Géographie";"39131";"La Chaux-du-Dombief"
"GEO";"Géographie";"35276";"Saint-Gondran"
"GEO";"Géographie";"34028";"Bédarieux"
"GEO";"Géographie";"39132";"La Chaux-en-Bresse"
"GEO";"Géographie";"37281";"Vouvray"
"GEO";"Géographie";"35277";"Saint-Gonlay"
"GEO";"Géographie";"40189";"Monget"
"GEO";"Géographie";"34029";"Bélarga"
"GEO";"Géographie";"39134";"Chavéria"
"GEO";"Géographie";"35278";"Saint-Grégoire"
"GEO";"Géographie";"37282";"Yzeures-sur-Creuse"
"GEO";"Géographie";"34030";"Berlou"
"GEO";"Géographie";"40190";"Monségur"
"GEO";"Géographie";"39136";"Chemenot"
"GEO";"Géographie";"35279";"Saint-Guinoux"
"GEO";"Géographie";"38001";"Les Abrets en Dauphiné"
"GEO";"Géographie";"34031";"Bessan"
"GEO";"Géographie";"40192";"Mont-de-Marsan"
"GEO";"Géographie";"39138";"Chemin"
"GEO";"Géographie";"35280";"Saint-Hilaire-des-Landes"
"GEO";"Géographie";"38002";"Les Adrets"
"GEO";"Géographie";"34032";"Béziers"
"GEO";"Géographie";"40191";"Montaut"
"GEO";"Géographie";"39139";"Chêne-Bernard"
"GEO";"Géographie";"35281";"Saint-Jacques-de-la-Lande"
"GEO";"Géographie";"38003";"Agnin"
"GEO";"Géographie";"34033";"Boisseron"
"GEO";"Géographie";"40193";"Montégut"
"GEO";"Géographie";"39140";"Chêne-Sec"
"GEO";"Géographie";"35283";"Saint-Jean-sur-Vilaine"
"GEO";"Géographie";"38004";"L'Albenc"
"GEO";"Géographie";"34034";"Boisset"
"GEO";"Géographie";"39141";"Chevigny"
"GEO";"Géographie";"40194";"Montfort-en-Chalosse"
"GEO";"Géographie";"35284";"Saint-Jouan-des-Guérets"
"GEO";"Géographie";"38005";"Allemond"
"GEO";"Géographie";"34035";"La Boissière"
"GEO";"Géographie";"39142";"Chevreaux"
"GEO";"Géographie";"40195";"Montgaillard"
"GEO";"Géographie";"35285";"Saint-Just"
"GEO";"Géographie";"34036";"Le Bosc"
"GEO";"Géographie";"38006";"Allevard"
"GEO";"Géographie";"39143";"Chevrotaine"
"GEO";"Géographie";"40196";"Montsoué"
"GEO";"Géographie";"35286";"Saint-Léger-des-Prés"
"GEO";"Géographie";"34037";"Boujan-sur-Libron"
"GEO";"Géographie";"38008";"Ambel"
"GEO";"Géographie";"39145";"Chille"
"GEO";"Géographie";"40197";"Morcenx-la-Nouvelle"
"GEO";"Géographie";"35287";"Saint-Lunaire"
"GEO";"Géographie";"34038";"Le Bousquet-d'Orb"
"GEO";"Géographie";"38009";"Anjou"
"GEO";"Géographie";"39146";"Chilly-le-Vignoble"
"GEO";"Géographie";"40198";"Morganx"
"GEO";"Géographie";"35300";"Saint-M'Hervé"
"GEO";"Géographie";"38010";"Annoisin-Chatelans"
"GEO";"Géographie";"39147";"Chilly-sur-Salins"
"GEO";"Géographie";"40199";"Mouscardès"
"GEO";"Géographie";"35288";"Saint-Malo"
"GEO";"Géographie";"38011";"Anthon"
"GEO";"Géographie";"39149";"Chissey-sur-Loue"
"GEO";"Géographie";"40200";"Moustey"
"GEO";"Géographie";"35289";"Saint-Malo-de-Phily"
"GEO";"Géographie";"38012";"Aoste"
"GEO";"Géographie";"39150";"Choisey"
"GEO";"Géographie";"40201";"Mugron"
"GEO";"Géographie";"35290";"Saint-Malon-sur-Mel"
"GEO";"Géographie";"39151";"Choux"
"GEO";"Géographie";"38013";"Apprieu"
"GEO";"Géographie";"40202";"Narrosse"
"GEO";"Géographie";"35292";"Saint-Marc-le-Blanc"
"GEO";"Géographie";"39153";"Cize"
"GEO";"Géographie";"38297";"Arandon-Passins"
"GEO";"Géographie";"40203";"Nassiet"
"GEO";"Géographie";"35291";"Saint-Marcan"
"GEO";"Géographie";"39154";"Clairvaux-les-Lacs"
"GEO";"Géographie";"38015";"Artas"
"GEO";"Géographie";"35295";"Saint-Maugan"
"GEO";"Géographie";"40204";"Nerbis"
"GEO";"Géographie";"39155";"Clucy"
"GEO";"Géographie";"38017";"Assieu"
"GEO";"Géographie";"35296";"Saint-Médard-sur-Ille"
"GEO";"Géographie";"40205";"Nousse"
"GEO";"Géographie";"39156";"Cogna"
"GEO";"Géographie";"38018";"Auberives-en-Royans"
"GEO";"Géographie";"35297";"Saint-Méen-le-Grand"
"GEO";"Géographie";"39157";"Coiserette"
"GEO";"Géographie";"40206";"Oeyregave"
"GEO";"Géographie";"38019";"Auberives-sur-Varèze"
"GEO";"Géographie";"35299";"Saint-Méloir-des-Ondes"
"GEO";"Géographie";"39159";"Colonne"
"GEO";"Géographie";"40207";"Oeyreluy"
"GEO";"Géographie";"38020";"Auris"
"GEO";"Géographie";"39160";"Commenailles"
"GEO";"Géographie";"40208";"Onard"
"GEO";"Géographie";"35302";"Saint-Onen-la-Chapelle"
"GEO";"Géographie";"39162";"Condamine"
"GEO";"Géographie";"38225";"Autrans-Méaudre en Vercors"
"GEO";"Géographie";"40209";"Ondres"
"GEO";"Géographie";"35304";"Saint-Ouen-des-Alleux"
"GEO";"Géographie";"39163";"Condes"
"GEO";"Géographie";"38022";"Les Avenières Veyrins-Thuellin"
"GEO";"Géographie";"40210";"Onesse-Laharie"
"GEO";"Géographie";"35305";"Saint-Péran"
"GEO";"Géographie";"39164";"Conliège"
"GEO";"Géographie";"38023";"Avignonet"
"GEO";"Géographie";"40211";"Orist"
"GEO";"Géographie";"35306";"Saint-Père-Marc-en-Poulet"
"GEO";"Géographie";"39165";"Conte"
"GEO";"Géographie";"38026";"La Balme-les-Grottes"
"GEO";"Géographie";"40212";"Orthevielle"
"GEO";"Géographie";"35307";"Saint-Pern"
"GEO";"Géographie";"39166";"Cornod"
"GEO";"Géographie";"38027";"Barraux"
"GEO";"Géographie";"40213";"Orx"
"GEO";"Géographie";"35309";"Saint-Rémy-du-Plain"
"GEO";"Géographie";"39167";"Cosges"
"GEO";"Géographie";"38029";"La Bâtie-Montgascon"
"GEO";"Géographie";"40214";"Ossages"
"GEO";"Géographie";"35310";"Saint-Sauveur-des-Landes"
"GEO";"Géographie";"39491";"Coteaux du Lizon"
"GEO";"Géographie";"38030";"Beaucroissant"
"GEO";"Géographie";"40215";"Ousse-Suzan"
"GEO";"Géographie";"35311";"Saint-Séglin"
"GEO";"Géographie";"39168";"Courbette"
"GEO";"Géographie";"38031";"Beaufin"
"GEO";"Géographie";"40216";"Ozourt"
"GEO";"Géographie";"35312";"Saint-Senoux"
"GEO";"Géographie";"39169";"Courbouzon"
"GEO";"Géographie";"38032";"Beaufort"
"GEO";"Géographie";"40217";"Parentis-en-Born"
"GEO";"Géographie";"35314";"Saint-Suliac"
"GEO";"Géographie";"39170";"Courlans"
"GEO";"Géographie";"40218";"Parleboscq"
"GEO";"Géographie";"38033";"Beaulieu"
"GEO";"Géographie";"39171";"Courlaoux"
"GEO";"Géographie";"35316";"Saint-Sulpice-des-Landes"
"GEO";"Géographie";"40219";"Payros-Cazautets"
"GEO";"Géographie";"38034";"Beaurepaire"
"GEO";"Géographie";"39172";"Courtefontaine"
"GEO";"Géographie";"35315";"Saint-Sulpice-la-Forêt"
"GEO";"Géographie";"40220";"Pécorade"
"GEO";"Géographie";"38035";"Beauvoir-de-Marc"
"GEO";"Géographie";"39173";"Cousance"
"GEO";"Géographie";"35317";"Saint-Symphorien"
"GEO";"Géographie";"40221";"Perquie"
"GEO";"Géographie";"38036";"Beauvoir-en-Royans"
"GEO";"Géographie";"39174";"Coyrière"
"GEO";"Géographie";"35318";"Saint-Thual"
"GEO";"Géographie";"40222";"Pey"
"GEO";"Géographie";"38037";"Bellegarde-Poussieu"
"GEO";"Géographie";"39175";"Coyron"
"GEO";"Géographie";"35319";"Saint-Thurial"
"GEO";"Géographie";"40223";"Peyre"
"GEO";"Géographie";"38038";"Belmont"
"GEO";"Géographie";"39176";"Cramans"
"GEO";"Géographie";"35320";"Saint-Uniac"
"GEO";"Géographie";"40224";"Peyrehorade"
"GEO";"Géographie";"38039";"Bernin"
"GEO";"Géographie";"39178";"Crans"
"GEO";"Géographie";"35249";"Sainte-Anne-sur-Vilaine"
"GEO";"Géographie";"40225";"Philondenx"
"GEO";"Géographie";"38040";"Besse"
"GEO";"Géographie";"39179";"Crenans"
"GEO";"Géographie";"35262";"Sainte-Colombe"
"GEO";"Géographie";"40226";"Pimbo"
"GEO";"Géographie";"38041";"Bessins"
"GEO";"Géographie";"39180";"Cressia"
"GEO";"Géographie";"35294";"Sainte-Marie"
"GEO";"Géographie";"40227";"Pissos"
"GEO";"Géographie";"38042";"Bévenais"
"GEO";"Géographie";"39182";"Crissey"
"GEO";"Géographie";"35321";"Saulnières"
"GEO";"Géographie";"40228";"Pomarez"
"GEO";"Géographie";"38043";"Bilieu"
"GEO";"Géographie";"39183";"Crotenay"
"GEO";"Géographie";"35322";"Le Sel-de-Bretagne"
"GEO";"Géographie";"40229";"Pontenx-les-Forges"
"GEO";"Géographie";"38044";"Biol"
"GEO";"Géographie";"39184";"Les Crozets"
"GEO";"Géographie";"35324";"La Selle-en-Luitré"
"GEO";"Géographie";"40230";"Pontonx-sur-l'Adour"
"GEO";"Géographie";"38045";"Biviers"
"GEO";"Géographie";"39185";"Cuisia"
"GEO";"Géographie";"35325";"La Selle-Guerchaise"
"GEO";"Géographie";"40231";"Port-de-Lanne"
"GEO";"Géographie";"38046";"Bizonnes"
"GEO";"Géographie";"39187";"Cuvier"
"GEO";"Géographie";"35326";"Sens-de-Bretagne"
"GEO";"Géographie";"40232";"Poudenx"
"GEO";"Géographie";"38047";"Blandin"
"GEO";"Géographie";"39188";"Dammartin-Marpain"
"GEO";"Géographie";"35327";"Servon-sur-Vilaine"
"GEO";"Géographie";"38048";"Bonnefamille"
"GEO";"Géographie";"40233";"Pouillon"
"GEO";"Géographie";"39189";"Damparis"
"GEO";"Géographie";"35328";"Sixt-sur-Aff"
"GEO";"Géographie";"38049";"Bossieu"
"GEO";"Géographie";"40234";"Pouydesseaux"
"GEO";"Géographie";"39190";"Dampierre"
"GEO";"Géographie";"35329";"Sougeal"
"GEO";"Géographie";"38050";"Le Bouchage"
"GEO";"Géographie";"40235";"Poyanne"
"GEO";"Géographie";"39191";"Darbonnay"
"GEO";"Géographie";"35330";"Taillis"
"GEO";"Géographie";"38051";"Bougé-Chambalud"
"GEO";"Géographie";"39192";"Denezières"
"GEO";"Géographie";"40236";"Poyartin"
"GEO";"Géographie";"35331";"Talensac"
"GEO";"Géographie";"38052";"Le Bourg-d'Oisans"
"GEO";"Géographie";"39193";"Le Deschaux"
"GEO";"Géographie";"40237";"Préchacq-les-Bains"
"GEO";"Géographie";"35332";"Teillay"
"GEO";"Géographie";"38053";"Bourgoin-Jallieu"
"GEO";"Géographie";"39194";"Desnes"
"GEO";"Géographie";"40238";"Pujo-le-Plan"
"GEO";"Géographie";"35333";"Le Theil-de-Bretagne"
"GEO";"Géographie";"38054";"Bouvesse-Quirieu"
"GEO";"Géographie";"39196";"Les Deux-Fays"
"GEO";"Géographie";"35334";"Thorigné-Fouillard"
"GEO";"Géographie";"40239";"Puyol-Cazalet"
"GEO";"Géographie";"38055";"Brangues"
"GEO";"Géographie";"39197";"Digna"
"GEO";"Géographie";"35335";"Thourie"
"GEO";"Géographie";"40240";"Renung"
"GEO";"Géographie";"38056";"Bressieux"
"GEO";"Géographie";"39198";"Dole"
"GEO";"Géographie";"35336";"Le Tiercent"
"GEO";"Géographie";"40164";"Retjons"
"GEO";"Géographie";"38057";"Bresson"
"GEO";"Géographie";"39199";"Domblans"
"GEO";"Géographie";"35337";"Tinténiac"
"GEO";"Géographie";"40242";"Rimbez-et-Baudiets"
"GEO";"Géographie";"39200";"Dompierre-sur-Mont"
"GEO";"Géographie";"38058";"Brézins"
"GEO";"Géographie";"35338";"Torcé"
"GEO";"Géographie";"40243";"Rion-des-Landes"
"GEO";"Géographie";"39201";"Doucier"
"GEO";"Géographie";"38059";"Brié-et-Angonnes"
"GEO";"Géographie";"35339";"Trans-la-Forêt"
"GEO";"Géographie";"39202";"Dournon"
"GEO";"Géographie";"40244";"Rivière-Saas-et-Gourby"
"GEO";"Géographie";"38060";"Brion"
"GEO";"Géographie";"35340";"Treffendel"
"GEO";"Géographie";"39203";"Doye"
"GEO";"Géographie";"40245";"Roquefort"
"GEO";"Géographie";"38061";"La Buisse"
"GEO";"Géographie";"35342";"Trémeheuc"
"GEO";"Géographie";"39204";"Dramelay"
"GEO";"Géographie";"40246";"Sabres"
"GEO";"Géographie";"35343";"Tresbœuf"
"GEO";"Géographie";"38062";"La Buissière"
"GEO";"Géographie";"39205";"Éclans-Nenon"
"GEO";"Géographie";"40247";"Saint-Agnet"
"GEO";"Géographie";"35345";"Trévérien"
"GEO";"Géographie";"39206";"Écleux"
"GEO";"Géographie";"38063";"Burcin"
"GEO";"Géographie";"40248";"Saint-André-de-Seignanx"
"GEO";"Géographie";"35346";"Trimer"
"GEO";"Géographie";"39207";"Écrille"
"GEO";"Géographie";"38064";"Cessieu"
"GEO";"Géographie";"40249";"Saint-Aubin"
"GEO";"Géographie";"35362";"Le Tronchet"
"GEO";"Géographie";"39208";"Entre-deux-Monts"
"GEO";"Géographie";"40250";"Saint-Avit"
"GEO";"Géographie";"38065";"Châbons"
"GEO";"Géographie";"39210";"Équevillon"
"GEO";"Géographie";"35004";"Val-Couesnon"
"GEO";"Géographie";"38066";"Chalon"
"GEO";"Géographie";"39211";"Les Essards-Taignevaux"
"GEO";"Géographie";"35168";"Val d'Anast"
"GEO";"Géographie";"39214";"Esserval-Tartre"
"GEO";"Géographie";"35347";"Val-d'Izé"
"GEO";"Géographie";"38067";"Chamagnieu"
"GEO";"Géographie";"39216";"Étival"
"GEO";"Géographie";"35350";"Vergéal"
"GEO";"Géographie";"40251";"Saint-Barthélemy"
"GEO";"Géographie";"38070";"Le Champ-près-Froges"
"GEO";"Géographie";"39217";"L'Étoile"
"GEO";"Géographie";"35351";"Le Verger"
"GEO";"Géographie";"38071";"Champ-sur-Drac"
"GEO";"Géographie";"40253";"Saint-Cricq-Chalosse"
"GEO";"Géographie";"39218";"Étrepigney"
"GEO";"Géographie";"35352";"Vern-sur-Seiche"
"GEO";"Géographie";"40254";"Saint-Cricq-du-Gave"
"GEO";"Géographie";"39219";"Évans"
"GEO";"Géographie";"38068";"Champagnier"
"GEO";"Géographie";"35353";"Vezin-le-Coquet"
"GEO";"Géographie";"40255";"Saint-Cricq-Villeneuve"
"GEO";"Géographie";"39220";"Falletans"
"GEO";"Géographie";"38069";"Champier"
"GEO";"Géographie";"35354";"Vieux-Viel"
"GEO";"Géographie";"40256";"Saint-Étienne-d'Orthe"
"GEO";"Géographie";"39221";"La Favière"
"GEO";"Géographie";"35355";"Vieux-Vy-sur-Couesnon"
"GEO";"Géographie";"38567";"Chamrousse"
"GEO";"Géographie";"39222";"Fay-en-Montagne"
"GEO";"Géographie";"40259";"Saint-Gein"
"GEO";"Géographie";"35356";"Vignoc"
"GEO";"Géographie";"38072";"Chanas"
"GEO";"Géographie";"39223";"La Ferté"
"GEO";"Géographie";"40260";"Saint-Geours-d'Auribat"
"GEO";"Géographie";"35357";"Villamée"
"GEO";"Géographie";"39225";"Le Fied"
"GEO";"Géographie";"38073";"Chantepérier"
"GEO";"Géographie";"35358";"La Ville-ès-Nonais"
"GEO";"Géographie";"40261";"Saint-Geours-de-Maremne"
"GEO";"Géographie";"39227";"Foncine-le-Bas"
"GEO";"Géographie";"38074";"Chantesse"
"GEO";"Géographie";"35359";"Visseiche"
"GEO";"Géographie";"40262";"Saint-Gor"
"GEO";"Géographie";"39228";"Foncine-le-Haut"
"GEO";"Géographie";"38075";"Chapareillan"
"GEO";"Géographie";"35360";"Vitré"
"GEO";"Géographie";"40263";"Saint-Jean-de-Lier"
"GEO";"Géographie";"39229";"Fontainebrux"
"GEO";"Géographie";"35361";"Le Vivier-sur-Mer"
"GEO";"Géographie";"38076";"La Chapelle-de-la-Tour"
"GEO";"Géographie";"39230";"Fontenu"
"GEO";"Géographie";"40264";"Saint-Jean-de-Marsacq"
"GEO";"Géographie";"36001";"Aigurande"
"GEO";"Géographie";"39232";"Fort-du-Plasne"
